Summary, degree of truth, degree of imprecision, degree of covering, degree of appropriateness, length of summary, degree of quantifier imprecision, degree of quantifier cardinality, degree of summarizer cardinality, degree of qualifier imprecision, degree of qualifier cardinality, length of qualifier, T
More  countries from north america compare to countries from europe have average Coal production per capita and small Gas production per capita and average Annual change in oil production, 0.44, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
More  countries from north america compare to countries from europe have average Coal production per capita and small Oil production and small Gas production per capita and average Annual change in oil production, 0.44, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
More  countries from north america compare to countries from europe have average Coal production per capita and small Oil production, 0.44, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
More  countries from north america compare to countries from europe have average Coal production per capita, 0.44, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
More  countries from north america compare to countries from europe have average Coal production per capita and average Annual change in oil production, 0.44, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
More  countries from north america compare to countries from europe have average Coal production per capita and small Oil production and small Gas production per capita, 0.44, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~, ~
LESS_THAN_1000 countries from north america have small Oil production and small Gas production per capita and average Annual change in oil production, 0.43, 0.0, 1.0, 0.0, 0.25, 0.82, 0.86, 0.0, 0.0, 0.0, 1.0, 0.43
LESS_THAN_1000 countries from north america have small Gas production per capita and average Annual change in oil production, 0.43, 0.0, 1.0, 0.0, 0.5, 0.82, 0.86, 0.0, 0.0, 0.0, 1.0, 0.44
LESS_THAN_1000 countries from north america having small Oil production have small Gas production per capita and average Annual change in oil production, 0.43, 0.0, 1.0, 0.0, 0.5, 0.82, 0.86, 0.0, 0.0, 0.0, 1.0, 0.43
LESS_THAN_1000 countries from north america having average Annual change in oil production have small Gas production per capita, 0.43, 0.0, 1.0, 0.0, 1.0, 0.82, 0.86, 0.01, 0.0, 0.0, 1.0, 0.44
LESS_THAN_1000 countries from north america having average Annual change in oil production have small Oil production and small Gas production per capita, 0.43, 0.0, 1.0, 0.0, 0.5, 0.82, 0.86, 0.0, 0.0, 0.0, 1.0, 0.43
LESS_THAN_1000 countries from north america having small Oil production and average Annual change in oil production have small Gas production per capita, 0.43, 0.0, 1.0, 0.0, 1.0, 0.82, 0.86, 0.01, 0.0, 0.0, 0.5, 0.43
LESS_THAN_1000 countries from north america having small Gas production per capita and average Annual change in oil production have small Oil production, 0.43, 0.0, 1.0, 0.0, 1.0, 0.82, 0.86, 0.0, 0.0, 0.0, 0.5, 0.43
LESS_THAN_1000 countries from north america having small Gas production per capita have average Annual change in oil production, 0.43, 0.0, 1.0, 0.0, 1.0, 0.82, 0.86, 0.0, 0.0, 0.01, 1.0, 0.44
LESS_THAN_1000 countries from north america having small Gas production per capita have small Oil production and average Annual change in oil production, 0.43, 0.0, 1.0, 0.0, 0.5, 0.82, 0.86, 0.0, 0.0, 0.01, 1.0, 0.43
LESS_THAN_1000 countries from north america having small Oil production and small Gas production per capita have average Annual change in oil production, 0.43, 0.0, 1.0, 0.0, 1.0, 0.82, 0.86, 0.0, 0.0, 0.0, 0.5, 0.43
LESS_THAN_1000 countries from north america have small Gas production per capita, 0.43, 0.0, 1.0, 0.0, 1.0, 0.82, 0.86, 0.01, 0.0, 0.0, 1.0, 0.45
LESS_THAN_1000 countries from north america have small Oil production and small Gas production per capita, 0.43, 0.0, 1.0, 0.0, 0.5, 0.82, 0.86, 0.0, 0.0, 0.0, 1.0, 0.43
LESS_THAN_1000 countries from north america having small Oil production have small Gas production per capita, 0.43, 0.0, 1.0, 0.0, 1.0, 0.82, 0.86, 0.01, 0.0, 0.0, 1.0, 0.44
LESS_THAN_1000 countries from north america having small Gas production per capita have small Oil production, 0.43, 0.0, 1.0, 0.0, 1.0, 0.82, 0.86, 0.0, 0.0, 0.01, 1.0, 0.44
LESS_THAN_1000 countries from north america have average Annual change in oil production, 0.42, 0.0, 1.0, 0.0, 1.0, 0.82, 0.86, 0.0, 0.0, 0.0, 1.0, 0.44
LESS_THAN_1000 countries from north america have small Oil production and average Annual change in oil production, 0.42, 0.0, 1.0, 0.0, 0.5, 0.82, 0.86, 0.0, 0.0, 0.0, 1.0, 0.43
LESS_THAN_1000 countries from north america having small Oil production have average Annual change in oil production, 0.42, 0.0, 1.0, 0.0, 1.0, 0.82, 0.86, 0.0, 0.0, 0.0, 1.0, 0.43
LESS_THAN_1000 countries from north america having average Annual change in oil production have small Oil production, 0.42, 0.0, 1.0, 0.0, 1.0, 0.82, 0.86, 0.0, 0.0, 0.0, 1.0, 0.43
LESS_THAN_1000 countries from north america have small Oil production, 0.42, 0.0, 1.0, 0.0, 1.0, 0.82, 0.86, 0.0, 0.0, 0.0, 1.0, 0.44
AROUND_HALF countries from north america have small Oil production and small Gas production per capita and average Annual change in oil production, 0.01, 0.0, 1.0, 0.0, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.05
AROUND_HALF countries from north america have small Gas production per capita and average Annual change in oil production, 0.01, 0.0, 1.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.06
AROUND_HALF countries from north america having small Oil production have small Gas production per capita and average Annual change in oil production, 0.01, 0.0, 1.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.09
AROUND_HALF countries from north america having average Annual change in oil production have small Gas production per capita, 0.01, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.01, 0.0, 0.0, 1.0, 0.1
AROUND_HALF countries from north america having average Annual change in oil production have small Oil production and small Gas production per capita, 0.01, 0.0, 1.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.09
AROUND_HALF countries from north america having small Oil production and average Annual change in oil production have small Gas production per capita, 0.01, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.5, 0.09
AROUND_HALF countries from north america having small Gas production per capita and average Annual change in oil production have small Oil production, 0.01, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.09
AROUND_HALF countries from north america having small Gas production per capita have average Annual change in oil production, 0.01, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.01, 1.0, 0.1
AROUND_HALF countries from north america having small Gas production per capita have small Oil production and average Annual change in oil production, 0.01, 0.0, 1.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.01, 1.0, 0.09
AROUND_HALF countries from north america having small Oil production and small Gas production per capita have average Annual change in oil production, 0.01, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.09
AROUND_HALF data entries have small Oil production and small Gas production per capita and average Annual change in oil production, 0.01, 0.0, 1.0, 0.0, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.05
AROUND_HALF data entries have small Gas production per capita and average Annual change in oil production, 0.01, 0.0, 1.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.06
AROUND_HALF data entries having small Oil production have small Gas production per capita and average Annual change in oil production, 0.01, 0.0, 1.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.09
AROUND_HALF data entries having average Annual change in oil production have small Gas production per capita, 0.01, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.01, 0.0, 0.0, 1.0, 0.1
AROUND_HALF data entries having average Annual change in oil production have small Oil production and small Gas production per capita, 0.01, 0.0, 1.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.09
AROUND_HALF data entries having small Oil production and average Annual change in oil production have small Gas production per capita, 0.01, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.5, 0.09
AROUND_HALF data entries having small Gas production per capita and average Annual change in oil production have small Oil production, 0.01, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.09
AROUND_HALF data entries having small Gas production per capita have average Annual change in oil production, 0.01, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.01, 1.0, 0.1
AROUND_HALF data entries having small Gas production per capita have small Oil production and average Annual change in oil production, 0.01, 0.0, 1.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.01, 1.0, 0.09
AROUND_HALF data entries having small Oil production and small Gas production per capita have average Annual change in oil production, 0.01, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.09
AROUND_HALF data entries have small Gas production per capita, 0.01, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.01, 0.0, 0.0, 1.0, 0.08
AROUND_HALF data entries have small Oil production and small Gas production per capita, 0.01, 0.0, 1.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.06
AROUND_HALF data entries having small Oil production have small Gas production per capita, 0.01, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.01, 0.0, 0.0, 1.0, 0.1
AROUND_HALF data entries having small Gas production per capita have small Oil production, 0.01, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.01, 1.0, 0.1
AROUND_HALF countries from north america have small Gas production per capita, 0.01, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.01, 0.0, 0.0, 1.0, 0.08
AROUND_HALF countries from north america have small Oil production and small Gas production per capita, 0.01, 0.0, 1.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.06
AROUND_HALF countries from north america having small Oil production have small Gas production per capita, 0.01, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.01, 0.0, 0.0, 1.0, 0.1
AROUND_HALF countries from north america having small Gas production per capita have small Oil production, 0.01, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.01, 1.0, 0.1
AROUND_HALF data entries have average Coal production per capita and small Gas production per capita, 0.01, 0.91, 1.0, 0.99, 0.5, 0.0, 0.0, 0.95, 0.0, 0.0, 1.0, 0.15
AROUND_HALF data entries have average Coal production per capita and small Oil production and average Annual change in oil production, 0.01, 0.79, 1.0, 0.99, 0.25, 0.0, 0.0, 0.87, 0.0, 0.0, 1.0, 0.14
AROUND_HALF data entries have average Coal production per capita and small Gas production per capita and average Annual change in oil production, 0.01, 0.79, 1.0, 0.99, 0.25, 0.0, 0.0, 0.87, 0.0, 0.0, 1.0, 0.14
AROUND_HALF data entries have average Coal production per capita and small Oil production and small Gas production per capita and average Annual change in oil production, 0.01, 0.7, 1.0, 0.99, 0.13, 0.0, 0.0, 0.79, 0.0, 0.0, 1.0, 0.13
AROUND_HALF data entries have average Coal production per capita and small Oil production, 0.01, 0.91, 1.0, 0.99, 0.5, 0.0, 0.0, 0.95, 0.0, 0.0, 1.0, 0.15
AROUND_HALF data entries have average Coal production per capita, 0.01, 0.99, 0.01, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.11
AROUND_HALF data entries have average Coal production per capita and average Annual change in oil production, 0.01, 0.91, 1.0, 0.99, 0.5, 0.0, 0.0, 0.95, 0.0, 0.0, 1.0, 0.15
AROUND_HALF data entries have average Coal production per capita and small Oil production and small Gas production per capita, 0.01, 0.79, 1.0, 0.99, 0.25, 0.0, 0.0, 0.87, 0.0, 0.0, 1.0, 0.14
